epoch,train_loss,eval_loss,eval_top1,eval_top5
186,1.0987550616264343,0.368058984375,93.79,99.59
187,1.0448710918426514,0.3841578125,94.01,99.63
188,0.9641641676425934,0.39513046875,93.65,99.61
189,1.0981338620185852,0.42917421875,93.27,99.65
190,1.0588048100471497,0.371938671875,93.99,99.64
191,0.9858888983726501,0.449634375,93.41,99.66
192,0.8143366575241089,0.370596484375,93.67,99.57
193,0.9641180038452148,0.371817578125,93.74,99.73
194,1.0008528232574463,0.38399140625,93.82,99.61
195,1.1833073794841766,0.3707060546875,93.63,99.66
196,0.777499794960022,0.3665794921875,93.66,99.56
197,0.7856473326683044,0.36814921875,94.04,99.56
198,1.0356853604316711,0.36277265625,94.03,99.64
199,1.2164753675460815,0.4658484375,93.98,99.63
200,0.9573023319244385,0.37639140625,93.78,99.73
201,0.7676612436771393,0.356628515625,94.16,99.69
202,1.1948301196098328,0.4010125,94.14,99.68
203,1.0745106637477875,0.42227734375,93.69,99.62
204,1.057271420955658,0.441009375,93.95,99.67
205,1.083053171634674,0.39709375,93.95,99.66
206,1.2530468106269836,0.373810546875,93.59,99.63
207,1.3422597646713257,0.364580859375,94.22,99.7
208,0.7859733700752258,0.3796984375,94.1,99.69
209,1.0566587448120117,0.3724953125,94.19,99.57
210,1.0683709979057312,0.397581640625,93.99,99.67
211,1.0691027641296387,0.38517109375,93.92,99.65
212,0.8368861079216003,0.36731484375,93.9,99.67
213,1.1173042058944702,0.365832421875,94.55,99.73
214,0.9094611406326294,0.36988828125,94.4,99.7
215,0.9992358982563019,0.368555078125,94.06,99.67
216,1.0434327721595764,0.3606158203125,94.23,99.67
217,1.0002663433551788,0.36783828125,94.24,99.68
218,1.1588988900184631,0.369421484375,94.12,99.75
219,1.1087267398834229,0.377949609375,94.32,99.7
220,1.4362608790397644,0.428332421875,93.95,99.65
221,1.0776221454143524,0.34226796875,94.38,99.65
222,1.097953200340271,0.41539765625,94.09,99.67
223,0.9105024635791779,0.340942578125,94.42,99.69
224,1.2847313284873962,0.42190703125,94.12,99.68
225,1.091042011976242,0.411562109375,94.38,99.68
226,0.8401717245578766,0.3749509765625,94.41,99.67
227,1.0596965551376343,0.3516666015625,94.21,99.67
228,1.3305403590202332,0.37098828125,94.31,99.71
229,1.1537812948226929,0.3782125,94.06,99.7
230,0.7858726680278778,0.39480390625,94.47,99.71
231,1.154006540775299,0.3785361328125,94.43,99.7
232,1.2254972457885742,0.390561328125,94.36,99.62
233,0.8864591121673584,0.39429296875,94.61,99.65
234,0.9993280172348022,0.3598421875,94.44,99.68
235,1.2685121893882751,0.371817578125,94.53,99.68
236,0.7461528778076172,0.337309375,94.55,99.59
237,1.0367408394813538,0.39314375,94.45,99.66
238,1.123331904411316,0.368832421875,94.39,99.65
239,0.9841342270374298,0.374365625,94.41,99.63
240,0.835204154253006,0.342936328125,94.6,99.61
241,1.3502550721168518,0.321548046875,94.46,99.59
242,1.0995283424854279,0.366246875,94.38,99.69
243,1.5941063165664673,0.31176171875,94.56,99.62
244,1.1504929661750793,0.3605890625,94.25,99.6
245,0.7450017631053925,0.37411328125,94.34,99.7
246,1.2003197073936462,0.35942578125,94.33,99.63
247,1.0340366959571838,0.3483345703125,94.49,99.68
248,1.1341168284416199,0.363499609375,94.86,99.64
249,1.1071063876152039,0.37595,94.49,99.65
250,1.0113603472709656,0.4094328125,94.43,99.68
251,0.8844553828239441,0.3194962890625,94.61,99.64
252,1.0337753891944885,0.40371796875,94.27,99.66
253,0.9067423045635223,0.3713390625,94.19,99.64
254,0.7698003649711609,0.33088046875,94.79,99.69
255,0.9707528054714203,0.368191796875,94.49,99.65
256,0.9011939764022827,0.370066015625,94.84,99.58
257,0.8620018661022186,0.33424921875,94.58,99.47
258,1.097284197807312,0.381569140625,94.44,99.62
259,0.9731169939041138,0.42225625,94.75,99.71
260,1.300956130027771,0.467244921875,94.37,99.68
261,1.0016633868217468,0.338011328125,94.76,99.68
262,1.2804381847381592,0.3687015625,94.41,99.58
263,1.32654470205307,0.383709375,94.52,99.66
264,1.4073190689086914,0.350455859375,94.58,99.59
265,1.2118116617202759,0.361864453125,94.61,99.68
266,1.0006465911865234,0.3905046875,94.49,99.62
267,1.156270682811737,0.398090625,94.5,99.72
268,1.1429378986358643,0.3839921875,94.71,99.71
269,0.8753892481327057,0.342184765625,94.59,99.64
270,0.9676663279533386,0.39071171875,94.88,99.67
271,1.3490588665008545,0.40246953125,94.57,99.71
272,0.7503556907176971,0.3681515625,94.65,99.66
273,0.981412798166275,0.368827734375,94.64,99.69
274,0.7884781658649445,0.361833203125,94.84,99.67
275,0.7060205936431885,0.349416015625,94.67,99.67
276,1.3027658462524414,0.3499375,94.81,99.71
277,1.1016212105751038,0.40220390625,94.36,99.6
278,0.837138295173645,0.31180078125,94.81,99.67
279,0.8341531157493591,0.3711578125,94.95,99.75
280,0.9338294863700867,0.37084296875,94.69,99.65
281,0.9277412593364716,0.3811671875,94.58,99.72
282,1.3759897351264954,0.41633671875,94.44,99.62
283,1.226503074169159,0.368746484375,94.76,99.6
284,1.1271721720695496,0.3495859375,94.87,99.57
285,1.230128288269043,0.35248046875,94.92,99.66
286,0.7894042730331421,0.35518984375,94.88,99.62
287,0.9844636023044586,0.2977640625,94.78,99.6
288,1.1459325551986694,0.385237109375,94.72,99.66
289,1.1982775330543518,0.43638125,94.63,99.74
290,1.1697548925876617,0.3462421875,94.93,99.65
291,1.202552318572998,0.3954484375,94.83,99.68
292,0.773128479719162,0.3336353515625,94.76,99.67
293,1.1976458430290222,0.37623671875,94.85,99.67
294,0.8465616106987,0.321783984375,94.93,99.6
295,0.9926154017448425,0.355151171875,94.73,99.67
296,1.3256794214248657,0.3711328125,94.72,99.71
297,1.097337543964386,0.388525390625,94.83,99.69
298,0.9524759352207184,0.35493984375,94.99,99.66
299,1.0269775986671448,0.37660234375,94.76,99.64
300,1.1627312898635864,0.3275697265625,94.82,99.65
301,0.9715871214866638,0.35583359375,94.84,99.7
302,1.0819405615329742,0.345339453125,94.61,99.65
303,0.9061108827590942,0.406668359375,94.55,99.74
304,0.824167937040329,0.365991015625,94.84,99.68
305,0.7553759217262268,0.350397265625,94.82,99.63
306,0.9003878235816956,0.381103515625,94.78,99.71
307,1.0146884322166443,0.369048046875,94.88,99.74
308,0.9701383709907532,0.3673140625,94.91,99.67
